c_title	c_upload_time	c_duration	c_description	c_media_id	c_title_s	c_uploader	
王者荣耀【德古拉解说】赏金十胜EP1花木兰斩全场！	2017-01-07 00:00:00	08:39	本期德古拉为大家带来本月的赏金联赛EP1的攻略视频，状态满格，花木兰走起！！德古拉 粉丝十七群 308314346；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	m036327stt1	王者荣耀【德古拉解说】赏金十胜EP1花木兰斩全场！	德古拉Dracula	
王者荣耀【德古拉解说】芈月征战王者峡谷一生全靠吸！	2017-01-07 00:00:00	13:54	本期德古拉为大家带来冷门英雄芈月的5V5模式第一视角视频，玩的肉就得有玩肉的心！德古拉 粉丝十七群 308314346；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	p03639xfvt6	王者荣耀【德古拉解说】芈月征战王者峡谷一生全靠吸！	德古拉Dracula	
王者荣耀【德古拉解说】火猴悟空火焰山6的飞起！	2017-01-07 00:00:00	05:09	本期德古拉为大家带来英雄孙悟空火焰山模式第一视角视频，火上浇油你听过，火上烤猴呢？来吧，战个痛快！德古拉 粉丝十七群 308314346；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	w0363krhqc2	王者荣耀【德古拉解说】火猴悟空火焰山6的飞起！	德古拉Dracula	
王者荣耀【德古拉解说】左手李白克隆骚浪贱！	2017-01-07 00:00:00	12:48	本期德古拉为大家带来英雄李白克隆模式第一视角视频，刷大卖萌我最擅长，来几个去几个！德古拉 粉丝十七群 308314346；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	h0363qhu6hd	王者荣耀【德古拉解说】左手李白克隆骚浪贱！	德古拉Dracula	
王者荣耀【德古拉解说】天鹅之梦小乔大乱斗！女汉子！	2017-01-07 00:00:00	09:14	本期德古拉为大家带来英雄小乔大乱斗模式第一视角视频，天气凉了，但是扇风依旧很犀利呢！德古拉 粉丝十七群 308314346；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	v036351seg1	王者荣耀【德古拉解说】天鹅之梦小乔大乱斗！女汉子！	德古拉Dracula	
王者荣耀【德古拉解说】右手露娜日常秀气来，刚！	2017-01-07 00:00:00	17:52	本期德古拉为大家带来热门英雄露娜的5V5模式第一视角视频，日常秀一脸，原版照样六！德古拉 粉丝十七群 308314346；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	l0363l0k6g5	王者荣耀【德古拉解说】右手露娜日常秀气来，刚！	德古拉Dracula	
德古拉的小可爱们来了预祝新年祝福	2017-01-06 00:00:00	02:38	德古拉的小可爱们来了，预祝大家新年祝福！	g036387nbgq	德古拉的小可爱们来了预祝新年祝福	德古拉Dracula	
王者荣耀【德古拉解说】千古一帝嬴政三打五！28杀毁天灭地！	2017-01-06 00:00:00	33:20	本期德古拉为大家带来热门英雄嬴政的5V5模式第一视角视频，什么是浪？3打5挑翻一切刺客！我状态回来了，谁也挡不住！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	x0363k0bnpd	王者荣耀【德古拉解说】千古一帝嬴政三打五！28杀毁天灭地！	德古拉Dracula	
王者荣耀【德古拉解说】天鹅之梦小乔身法秀勇夺四杀!	2017-01-05 00:00:00	15:58	本期德古拉为大家带来限免英雄小乔的5V5模式第一视角视频，天鹅之梦就要配的起这身价，神级走位教玩AP身法，完美四杀收功！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	r036205fecq	王者荣耀【德古拉解说】天鹅之梦小乔身法秀勇夺四杀!	德古拉Dracula	
王者荣耀【德古拉解说】大小姐孙尚香超神之旅势不可挡！	2017-01-05 00:00:00	14:08	本期德古拉为大家带来热门英雄孙尚香的5V5模式第一视角视频，超神的大小姐手里就是加农炮，炮炮半血，记记到肉！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	i0362ecd3kh	王者荣耀【德古拉解说】大小姐孙尚香超神之旅势不可挡！	德古拉Dracula	
王者荣耀【德古拉解说】子龙逆风反打！没有什么能阻挡我的脚步！	2017-01-05 00:00:00	18:27	本期德古拉为大家带来热门英雄赵云的5V5模式第一视角视频，逆风局早已习惯，反打什么的子龙最擅长，只要一个机会就能反败为胜！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	b0362ydh8a9	王者荣耀【德古拉解说】子龙逆风反打！没有什么能阻挡我的脚步！	德古拉Dracula	
王者荣耀【德古拉解说】AD刺客的噩梦虞姬走秀进行中！	2017-01-05 00:00:00	19:17	本期德古拉为大家带来冷门英雄虞姬的5V5模式第一视角视频，太美也是罪，美腿虞姬操作秀打爆一切！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	l0362ou8ey7	王者荣耀【德古拉解说】AD刺客的噩梦虞姬走秀进行中！	德古拉Dracula	
王者荣耀【德古拉解说】鲁班七号为您打响2017年第一炮！	2017-01-05 00:00:00	14:18	本期德古拉为大家带来冷门英雄鲁班七号的5V5模式第一视角视频，孩子王炮打的才准，2017开门红请笑纳！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	u0362dap1wq	王者荣耀【德古拉解说】鲁班七号为您打响2017年第一炮！	德古拉Dracula	
王者荣耀【德古拉解说】老司机开车稳！老夫子火焰山翻盘记！	2017-01-05 00:00:00	06:21	本期德古拉为大家带来英雄老夫子的火焰山第一视角视频，娱乐就该出娱乐装，老夫子火焰山怒出肉装力挽狂澜！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	r0362tzj9ls	王者荣耀【德古拉解说】老司机开车稳！老夫子火焰山翻盘记！	德古拉Dracula	
王者荣耀【德古拉解说】高渐离大乱斗硬是打成拼命三郎！	2017-01-05 00:00:00	10:30	本期德古拉为大家带来英雄荆轲大乱斗模式第一视角视频，高渐离拼起来那可是比刺客还刺客的，强收演奏费，难听也收费！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	f0362uljk5g	王者荣耀【德古拉解说】高渐离大乱斗硬是打成拼命三郎！	德古拉Dracula	
王者荣耀【德古拉解说】亚瑟克隆战荆轲！举盾就上！	2017-01-04 00:00:00	09:13	本期德古拉为大家带来英雄亚瑟的克隆模式第一视角视频，对阵荆轲，完全不怂，举盾就是上！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	b03626ssoki	王者荣耀【德古拉解说】亚瑟克隆战荆轲！举盾就上！	德古拉Dracula	
王者荣耀【德古拉解说】右手露娜失败的历练！心态最重要！	2017-01-04 00:00:00	20:30	本期德古拉为大家带来热门英雄露娜的5V5模式第一视角视频，虽然逆风，但是依旧状态慢慢，游戏不怕输关键要对的起自己！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	r03626ylac6	王者荣耀【德古拉解说】右手露娜失败的历练！心态最重要！	德古拉Dracula	
王者荣耀【德古拉解说】赏金十胜EP10浪是要付出代价的！	2017-01-04 00:00:00	14:11	本期德古拉为大家带来本月的赏金联赛EP10的攻略视频，装13的代价就是从头被虐到尾，每次赏金最后一场都是躺赢！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	r03627wvltj	王者荣耀【德古拉解说】赏金十胜EP10浪是要付出代价的！	德古拉Dracula	
王者荣耀【德古拉解说】赏金十胜EP9被针对的马可躺赢篇！	2017-01-04 00:00:00	15:21	本期德古拉为大家带来本月的赏金联赛EP7的攻略视频，被不知火舞单杀的可怜马克躺赢了！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	o03623956vs	王者荣耀【德古拉解说】赏金十胜EP9被针对的马可躺赢篇！	德古拉Dracula	
王者排位日志【52】张良爱读书！读书让我快乐！	2017-01-04 00:00:00	11:23	本期德古拉为大家带来荣耀王者局排位视频，控制流张良没别的本事就是能恶心你，分割战场、强控秒一的存在！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	f03622xqltf	王者排位日志【52】张良爱读书！读书让我快乐！	德古拉Dracula	
王者荣耀【德古拉解说】张飞大乱斗水晶塔前一声怒吼极限翻盘！	2017-01-04 00:00:00	12:15	本期德古拉为大家带来英雄张飞大乱斗模式第一视角视频，关键时刻一声吼，开大变身护水晶反败为胜！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	g03621ks0rs	王者荣耀【德古拉解说】张飞大乱斗水晶塔前一声怒吼极限翻盘！	德古拉Dracula	
王者排位日志【51】李白遇妲己！相生相克很头疼！	2017-01-03 00:00:00	14:20	本期德古拉为大家带来王者局排位视频，相生相克是哲学，妲己克李白就是没道理！德古拉 粉丝十六群 567474484；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	k0362kdruko	王者排位日志【51】李白遇妲己！相生相克很头疼！	德古拉Dracula	
王者荣耀【德古拉解说】伪五杀致敬花木兰！23杀拯救世界！	2017-01-01 00:00:00	23:14	本期德古拉为大家带来热门英雄花木兰的5V5模式第一视角视频，伪五杀尽情挥洒青春，四打五也阻止不了超神的步伐，最终一举偷塔赢得胜利！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	x0361c08p6f	王者荣耀【德古拉解说】伪五杀致敬花木兰！23杀拯救世界！	德古拉Dracula	
王者荣耀【德古拉解说】嘻哈天王赵云祖传切后排就是这种酸爽！	2017-01-01 00:00:00	13:35	本期德古拉为大家带来热门英雄赵云的5V5模式第一视角视频，祖传的绝技只切后排，C位的噩梦！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	d036137jq46	王者荣耀【德古拉解说】嘻哈天王赵云祖传切后排就是这种酸爽！	德古拉Dracula	
王者荣耀【德古拉解说】花木兰大乱斗指谁谁亡21杀碾压全场！	2017-01-01 00:00:00	09:33	本期德古拉为大家带来英雄花木兰大乱斗模式第一视角视频，兔女郎玩的就是蹦跶，伤害高到发指，谁被打谁知道！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	w03619s7y7y	王者荣耀【德古拉解说】花木兰大乱斗指谁谁亡21杀碾压全场！	德古拉Dracula	
王者荣耀【德古拉解说】五杀猫娘荆轲大乱斗点燃新的战火！	2017-01-01 00:00:00	07:31	本期德古拉为大家带来英雄荆轲大乱斗模式第一视角视频，五杀四杀拿不停，浪要浪的有品位！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	u03614sfkna	王者荣耀【德古拉解说】五杀猫娘荆轲大乱斗点燃新的战火！	德古拉Dracula	
王者荣耀【德古拉解说】关羽克隆猛砍扁鹊！不拖后期就是砍！	2016-12-31 00:00:00	12:08	本期德古拉为大家带来英雄关羽的克隆模式第一视角视频，对阵扁鹊，本应被克制结果用实力证明二爷的强大迫使敌人投降！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	d0361kiz22c	王者荣耀【德古拉解说】关羽克隆猛砍扁鹊！不拖后期就是砍！	德古拉Dracula	
王者荣耀【德古拉解说】钟馗克隆中路抱团抓李白，推塔所向披靡！	2016-12-31 00:00:00	12:25	本期德古拉为大家带来英雄钟馗的克隆模式第一视角视频，对阵李白，实力群殴，耍起无赖没毛病！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	k036102he4x	王者荣耀【德古拉解说】钟馗克隆中路抱团抓李白，推塔所向披靡！	德古拉Dracula	
王者荣耀【德古拉解说】亚瑟克隆强怼韩信，越塔强杀就是爽！	2016-12-31 00:00:00	11:52	本期德古拉为大家带来英雄亚瑟的克隆模式第一视角视频，对阵韩信，玩的就是刚猛和灵巧之间的碰撞！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	j03619drx0g	王者荣耀【德古拉解说】亚瑟克隆强怼韩信，越塔强杀就是爽！	德古拉Dracula	
王者荣耀【德古拉解说】右手露娜！此天之亡我也，非战之罪！	2016-12-31 00:00:00	16:10	本期德古拉为大家带来热门英雄露娜的5V5模式第一视角视频，碰到极品队友也不能放弃尊严，在逆风局里打出顺风的态度，德古拉的信仰！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	g0361wcpjkq	王者荣耀【德古拉解说】右手露娜！此天之亡我也，非战之罪！	德古拉Dracula	
王者荣耀【德古拉解说】赏金十胜EP8李白逆风带飞直取胜利！	2016-12-31 00:00:00	17:40	本期德古拉为大家带来本月的赏金联赛EP8的攻略视频，李白大大稳扎稳打全场不死高战绩，原来德古拉不浪也是可以的！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	s0361hf1ehr	王者荣耀【德古拉解说】赏金十胜EP8李白逆风带飞直取胜利！	德古拉Dracula	
王者荣耀【德古拉解说】赏金十胜EP7马可波罗14杀就是浪！	2016-12-31 00:00:00	15:13	本期德古拉为大家带来本月的赏金联赛EP7的攻略视频，马可波罗14杀0死就在全图浪，精准点杀丝血逃生应有尽有！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	e0361cjx9lr	王者荣耀【德古拉解说】赏金十胜EP7马可波罗14杀就是浪！	德古拉Dracula	
王者荣耀【德古拉解说】马可波罗丝血极限位移加闪现入塔强杀！	2016-12-31 00:00:00	12:03	本期德古拉为大家带来热门英雄马可波罗的5V5模式第一视角视频，极限走位，丝血入塔强杀，二技能接闪现无伤出塔，考验手速的时候到了，朋友们！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	c03615pwy1n	王者荣耀【德古拉解说】马可波罗丝血极限位移加闪现入塔强杀！	德古拉Dracula	
王者荣耀【德古拉解说】猛张飞反向开大变身强取四杀！	2016-12-31 00:00:00	12:56	本期德古拉为大家带来限免英雄张飞的5V5模式第一视角视频，变身的瞬间体验王者峡谷第一真男人，完美四杀碾压一切快感！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	l0361a5ppgt	王者荣耀【德古拉解说】猛张飞反向开大变身强取四杀！	德古拉Dracula	
王者荣耀【德古拉解说】阿尔法后羿百折不挠一路强推！	2016-12-31 00:00:00	09:21	本期德古拉为大家带来热门英雄后羿的5V5模式第一视角视频，拆塔机器，只有不想拆没有拆不掉，一路中推直取水晶！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	b0361597vyc	王者荣耀【德古拉解说】阿尔法后羿百折不挠一路强推！	德古拉Dracula	
王者荣耀【德古拉解说】大秦宣太后芈月大乱斗究极黏人追着打！	2016-12-31 00:00:00	08:56	本期德古拉为大家带来英雄大秦宣太后芈月的大乱斗第一视角视频，从来都是越塔强杀，亡命天涯就该如此德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】！	f0361xtv8x8	王者荣耀【德古拉解说】大秦宣太后芈月大乱斗究极黏人追着打！	德古拉Dracula	
王者荣耀【德古拉解说】荆轲克隆终极战争！不死金身挑战极限！	2016-12-31 00:00:00	06:48	本期德古拉为大家带来英雄荆轲的克隆模式第一视角视频，对阵的还是荆轲，这是10个荆轲的战争，挑战荆轲之王！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	q03614khtp7	王者荣耀【德古拉解说】荆轲克隆终极战争！不死金身挑战极限！	德古拉Dracula	
王者荣耀【德古拉解说】亚瑟克隆一波四杀怒斩安琪拉！	2016-12-31 00:00:00	12:29	本期德古拉为大家带来英雄亚瑟的克隆模式第一视角视频，对阵安琪拉三法抗装顶大抓人，怒拿四杀不留情！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	x0361mcrgwo	王者荣耀【德古拉解说】亚瑟克隆一波四杀怒斩安琪拉！	德古拉Dracula	
王者荣耀【德古拉解说】个子小伤害高！安琪拉一发火球包销魂！	2016-12-31 00:00:00	16:27	本期德古拉为大家带来冷门英雄安其拉的5V5模式第一视角视频，法穿流安其拉打人只有一个字，痛！！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	k0361ew9s0u	王者荣耀【德古拉解说】个子小伤害高！安琪拉一发火球包销魂！	德古拉Dracula	
王者荣耀【德古拉解说】冰封绝唱！王昭君冰雨感天动地！	2016-12-31 00:00:00	17:03	本期德古拉为大家带来冷门英雄王昭君的5V5模式第一视角视频，虽然不是刺客但是也拼手速，而且还要用脑预判要准！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	f0361ja9fmi	王者荣耀【德古拉解说】冰封绝唱！王昭君冰雨感天动地！	德古拉Dracula	
王者荣耀【德古拉解说】狄仁杰发牌了！爆炸输出空手套人头！	2016-12-30 00:00:00	18:15	本期德古拉为大家带来冷门英雄狄仁杰的5V5模式第一视角视频，兄弟坐好了等我发牌，眼睛要跟的上哦，爆炸输出狄仁杰来了！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	v036159rggi	王者荣耀【德古拉解说】狄仁杰发牌了！爆炸输出空手套人头！	德古拉Dracula	
王者排位日志【50】前期猖狂中期必败！此乃天理！	2016-12-30 00:00:00	12:11	本期德古拉为大家带来荣耀王者局排位视频，你强任你强，明月照大江！撑过一波就能翻身的露娜在此！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	b0361vhkhhi	王者排位日志【50】前期猖狂中期必败！此乃天理！	德古拉Dracula	
王者荣耀【德古拉解说】赏金十胜EP6非常规达摩浪狂狠教做人	2016-12-30 00:00:00	13:40	本期德古拉为大家带来本月的赏金联赛EP6的攻略视频，狂妄的达摩，无情的飞踹让敌人体会什么是恐惧！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	e0361z5ol6m	王者荣耀【德古拉解说】赏金十胜EP6非常规达摩浪狂狠教做人	德古拉Dracula	
王者荣耀【德古拉解说】赏金十胜EP5逆风露娜反制战场！	2016-12-30 00:00:00	23:30	本期德古拉为大家带来本月的赏金联赛EP5的攻略视频，很胶着的逆风局，被针对被克制都是常事，但是要学会反打！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	x0361dqlfvh	王者荣耀【德古拉解说】赏金十胜EP5逆风露娜反制战场！	德古拉Dracula	
王者荣耀【德古拉解说】小学生日常！鲁班7号14杀！	2016-12-30 00:00:00	11:09	本期德古拉为大家带来限免英雄鲁班七号的5V5模式第一视角视频，随时随地能啪啪的才是好射手，鲁班七号站撸一切，笑傲王者峡谷！德古拉 粉丝十五群 215717571十六群 567474484！订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	h03619m1gdk	王者荣耀【德古拉解说】小学生日常！鲁班7号14杀！	德古拉Dracula	
王者荣耀【德古拉解说】万年打野猴一棒敲三坦！	2016-12-30 00:00:00	16:38	本期德古拉为大家带来热门英雄孙悟空的5V5模式第一视角视频，打野猴实战，肉坦虽多依然无惧！德古拉 粉丝十五群 215717571十六群 567474484！订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	v0361hff957	王者荣耀【德古拉解说】万年打野猴一棒敲三坦！	德古拉Dracula	
王者荣耀【德古拉解说】达摩日常送二血！怒发冲冠八连杀！	2016-12-30 00:00:00	15:37	本期德古拉为大家带来冷门英雄达摩的5V5模式第一视角视频，日常送出一血二血，冲冠一怒连杀走起，德古拉不发威你当我是小鲜肉啊！德古拉 粉丝十五群 215717571十六群 567474484！订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	z0361iltxor	王者荣耀【德古拉解说】达摩日常送二血！怒发冲冠八连杀！	德古拉Dracula	
王者荣耀【德古拉解说】长腿虞姬周长时刻！一发入魂！	2016-12-30 00:00:00	15:07	本期德古拉为大家带来冷门英雄虞姬的5V5模式第一视角视频，暴击流虞姬都是照死里怼，不疼跟我说！德古拉 粉丝十五群 215717571十六群 567474484！订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	n03617n7j4t	王者荣耀【德古拉解说】长腿虞姬周长时刻！一发入魂！	德古拉Dracula	
王者荣耀【德古拉解说】左手李白每日日常实力教刷大！	2016-12-30 00:00:00	18:06	本期德古拉为大家带来热门英雄李白的5V5模式第一视角视频，实力教刷大，没错这一局就是教你怎么刷大招！德古拉 粉丝十五群 215717571十六群 567474484！订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	n0361zh6dqv	王者荣耀【德古拉解说】左手李白每日日常实力教刷大！	德古拉Dracula	
